street,suburb,numbers,postcode,lon,lat,accuracy,matchedaddress
"Springmead Place","Hornby","","8042","172.513839","-43.543635","street","Springmead Place, Hornby, Christchurch"
"Springs Road","Halswell","407-457 (Odd Numbers)","8025","172.5696","-43.5897","suburb","Halswell, Christchurch"
"Springs Road","Halswell","430-440 (Even Numbers)","8025","172.5696","-43.5897","suburb","Halswell, Christchurch"
"Springs Road","Hornby","2-254","8042","172.49734","-43.595471","street","Springs Road, Hornby, Christchurch;Selwyn"
"Springs Road","Prebbleton","471-699 (Odd Numbers)","7604","172.49734","-43.595471","street","Springs Road, Prebbleton, Christchurch;Selwyn"
"Springs Road","Prebbleton","448-662 (Even Numbers)","7604","172.49734","-43.595471","street","Springs Road, Prebbleton, Christchurch;Selwyn"
"Springside Place","Redwood","","8051","172.622249","-43.467131","street","Springside Place, Redwood, Christchurch"
"Springston Rolleston Road","Rolleston","","7614","172.413609","-43.625014","street","Springston Rolleston Road, Rolleston-Lincoln College, Selwyn"
"Springvale Gardens","Harewood","","8051","172.591523","-43.46298","street","Springvale Gardens, Harewood, Christchurch"
"Springwater Avenue","Northwood","","8051","172.612655","-43.454489","street","Springwater Avenue, Northwood, Christchurch"
"Spurway Place","Mairehau","","8013","172.650706","-43.505464","street","Spurway Place, Mairehau, Christchurch"
"Squire Street","Mairehau","","8013","172.643941","-43.503503","street","Squire Street, Mairehau, Christchurch"
"St Albans Street","Merivale","","8014","172.627917","-43.510494","street","St Albans Street, Merivale, Christchurch"
"St Albans Street","St Albans","","8014","172.627917","-43.510494","street","St Albans Street, St Albans, Christchurch"
"St Andrews Hill Road","Mt Pleasant","","8081","172.714077","-43.557816","street","St Andrews Hill Road, Mt Pleasant, Christchurch"
"St Andrews Square","Strowan","","8052","172.611115","-43.509283","street","St Andrews Square, Strowan, Christchurch"
"St Asaph Street","Christchurch Central","","8011","172.642675","-43.536388","street","St Asaph Street, Christchurch, Christchurch"
"St Asaph Street","Phillipstown","","8011","172.642675","-43.536388","street","St Asaph Street, Phillipstown, Christchurch"
"St Barnabas Lane","Fendalton","","8052","172.595963","-43.518586","street","St Barnabas Lane, Fendalton, Christchurch"
"St Bathans Lane","Papanui","","8053","172.608843","-43.499845","street","St Bathans Lane, Papanui, Christchurch"
"St Clair Close","Harewood","","8051","172.571443","-43.484782","street","St Clair Close, Harewood, Christchurch"
"St Clio Street","Ilam","","8041","172.570434","-43.515409","street","St Clio Street, Ilam, Christchurch"
"St David Street","Christchurch Central","","8011","172.629399","-43.539032","street","St David Street, Christchurch, Christchurch"
"St Davids Street","Lyttelton","","8082","172.724502","-43.601692","street","St Davids Street, Lyttelton, Christchurch"
"St Heliers Crescent","Bexley","","8061","172.71052","-43.520447","street","St Heliers Crescent, Bexley, Christchurch"
"St Ives Street","Harewood","","8051","172.580469","-43.482253","street","St Ives Street, Harewood, Christchurch"
"St James Avenue","Papanui","","8053","172.603913","-43.499462","street","St James Avenue, Papanui, Christchurch"
"St James Street","Southbridge","","7602","172.255393","-43.811895","street","St James Street, Southbridge, Selwyn"
"St John Street","Southbridge","","7602","172.248733","-43.815176","street","St John Street, Southbridge, Selwyn"
"St Johns Street","Woolston","","8062","172.688807","-43.545479","street","St Johns Street, Woolston, Christchurch"
"St Judes Lane","Woolston","","8062","172.690082","-43.548197","street","St Judes Lane, Woolston, Christchurch"
"St Keverne Close","Burwood","","8083","172.692023","-43.490266","street","St Keverne Close, Burwood, Christchurch"
"St Leonards Square","Sumner","","8081","172.759374","-43.576955","street","St Leonards Square, Sumner, Christchurch"
"St Lukes Street","Woolston","","8062","172.689324","-43.548317","street","St Lukes Street, Woolston, Christchurch"
"St Marks Street","Woolston","","8062","172.689157","-43.548489","street","St Marks Street, Woolston, Christchurch"
"St Martins Road","St Martins","","8022","172.651929","-43.55538","street","St Martins Road, St Martins, Christchurch"
"St Pauls Place","Burwood","","8083","172.686645","-43.491062","street","St Pauls Place, Burwood, Christchurch"
"St Thomas Place","Woolston","","8062","172.689776","-43.549016","street","St Thomas Place, Woolston, Christchurch"
"St Vincent Terrace","Cashmere","","8022","172.634846","-43.569258","street","St Vincent Terrace, Cashmere, Christchurch"
"St Winifreds Place","Bryndwr","","8052","172.596261","-43.508372","street","St Winifreds Place, Bryndwr, Christchurch"
"Stable Court Lane","Barrington","","8024","172.597902","-43.555064","street","Stable Court Lane, Barrington, Christchurch"
"Stable Way","Belfast","","8051","172.627079","-43.456656","street","Stable Way, Belfast, Christchurch"
"Stableford Green","Russley","","8053","172.556304","-43.496086","street","Stableford Green, Russley, Christchurch"
"Stacey Place","Woolston","","8062","172.685774","-43.547462","street","Stacey Place, Woolston, Christchurch"
"Stackhouse Avenue","Bishopdale","","8053","172.588396","-43.491554","street","Stackhouse Avenue, Bishopdale, Christchurch"
"Stadium Lane","North Beach","","8083","172.705676","-43.492299","street","Stadium Lane, North Beach, Christchurch"
"Staffa Street","Woolston","","8062","172.675909","-43.540449","street","Staffa Street, Woolston, Christchurch"
"Staffordshire Street","Marshland","","8083","172.68262","-43.483753","street","Staffordshire Street, Marshland, Christchurch"
"Staines Street","Bishopdale","","8053","172.58551","-43.497133","street","Staines Street, Bishopdale, Christchurch"
"Stallion Avenue","Halswell","","8025","172.556779","-43.565569","street","Stallion Avenue, Halswell, Christchurch"
"Stambridge Place","Cashmere","","8022","172.625939","-43.57707","street","Stambridge Place, Cashmere, Christchurch"
"Stanbury Avenue","Barrington","","8024","172.620493","-43.564283","street","Stanbury Avenue, Barrington, Christchurch"
"Stanford Street","Marshland","","8083","172.681373","-43.485544","street","Stanford Street, Marshland, Christchurch"
"Stanley Place","Akaroa","","7520","172.951586","-43.816848","street","Stanley Place, Akaroa, Christchurch"
"Stanley Street","Sydenham","","8023","172.635156","-43.546917","street","Stanley Street, Sydenham, Christchurch"
"Stanleys Road","Russley","63-63","8053","172.543716","-43.520547","suburb","Russley, Christchurch"
"Stanleys Road","Harewood","6-86 (Even Numbers)","8051","172.56111","-43.484001","street","Stanleys Road, Harewood, Christchurch"
"Stanleys Road","Harewood","69-99 (Odd Numbers)","8051","172.56111","-43.484001","street","Stanleys Road, Harewood, Christchurch"
"Stanmore Road","Linwood","2-190","8011","172.657062","-43.526473","street","Stanmore Road, Linwood, Christchurch"
"Stanmore Road","Richmond","200-345","8013","172.657062","-43.526473","street","Stanmore Road, Richmond, Christchurch"
"Stanton Crescent","Hoon Hay","","8025","172.585918","-43.56006","street","Stanton Crescent, Hoon Hay, Christchurch"
"Stapletons Road","Richmond","","8013","172.655821","-43.513124","street","Stapletons Road, Richmond, Christchurch"
"Stark Place","Kaiapoi","","7630","172.666703","-43.370673","street","Stark Place, Kaiapoi, Waimakariri"
"Starwood Lane","Redcliffs","","8081","172.745598","-43.572719","street","Starwood Lane, Redcliffs, Christchurch"
"Station Road","Belfast","","8051","172.636286","-43.449774","street","Station Road, Belfast, Christchurch"
"Station Road","Heathcote Valley","","8022","172.707711","-43.577262","street","Station Road, Heathcote Valley, Christchurch"
"Station Street","Leeston","","7632","172.300893","-43.762387","street","Station Street, Leeston, Selwyn"
"Staveley Street","Avonhead","","8042","172.556826","-43.51992","street","Staveley Street, Avonhead, Christchurch"
"Steadman Road","Broomfield","","8042","172.536436","-43.523802","street","Steadman Road, Broomfield, Christchurch"
"Steam Mill Lane","Prebbleton","","7604","172.505486","-43.584024","street","Steam Mill Lane, Prebbleton, Selwyn"
"Steam Wharf Lane","Woolston","","8023","172.691069","-43.551733","street","Steam Wharf Lane, Woolston, Christchurch"
"Steane Place","Halswell","","8025","172.571038","-43.581881","street","Steane Place, Halswell, Christchurch"
"Stedley Place","Heathcote Valley","","8022","172.703423","-43.575096","street","Stedley Place, Heathcote Valley, Christchurch"
"Steele Street","Hornby","","8042","172.513294","-43.542649","street","Steele Street, Hornby, Christchurch"
"Steele Street","Islington","","8042","172.513294","-43.542649","street","Steele Street, Islington, Christchurch"
"Stening Place","Burwood","","8083","172.69857","-43.493945","street","Stening Place, Burwood, Christchurch"
"Stenness Avenue","Somerfield","","8024","172.63023","-43.558443","street","Stenness Avenue, Somerfield, Christchurch"
"Stevens Street","Waltham","","8011","172.65347","-43.540944","street","Stevens Street, Waltham, Christchurch"
"Stevensons Steep","Lyttelton","","8082","172.724706","-43.602278","street","Stevensons Steep, Lyttelton, Christchurch"
"Stewart Street","Christchurch Central","","8011","172.624597","-43.538108","street","Stewart Street, Christchurch, Christchurch"
"Stiles Place","Burwood","","8061","172.680265","-43.506609","street","Stiles Place, Burwood, Christchurch"
"Stillwater Avenue","Burwood","","8083","172.681806","-43.494257","street","Stillwater Avenue, Burwood, Christchurch"
"Stilt Lane","Southshore","","8062","172.748515","-43.557088","street","Stilt Lane, Southshore, Christchurch"
"Stirling Street","Merivale","","8014","172.615409","-43.514686","street","Stirling Street, Merivale, Christchurch"
"Stoddart Lane","Cashmere","","8022","172.635428","-43.573852","street","Stoddart Lane, Cashmere, Christchurch"
"Stoke Street","Sumner","","8081","172.760301","-43.57104","street","Stoke Street, Sumner, Christchurch"
"Stone Street","Kaiapoi","","7630","172.656346","-43.390848","street","Stone Street, Kaiapoi, Waimakariri"
"Stonebridge Way","Prebbleton","","7604","172.512931","-43.589056","street","Stonebridge Way, Prebbleton, Selwyn"
"Stonebrook Drive","Rolleston","","7614","172.365867","-43.599807","street","Stonebrook Drive, Rolleston, Selwyn"
"Stonehaven Terrace","Hillsborough","","8022","172.670571","-43.565842","street","Stonehaven Terrace, Hillsborough, Christchurch"
"Stoneleigh Green","Parklands","","8083","172.709862","-43.478857","street","Stoneleigh Green, Parklands, Christchurch"
"Stonewall Place","Cashmere","","8022","172.6529","-43.573441","street","Stonewall Place, Cashmere, Christchurch"
"Stoneycroft Lane","Hei Hei","","8042","172.525865","-43.533269","street","Stoneycroft Lane, Hei Hei, Christchurch"
"Stoneyhurst Street","St Albans","","8014","172.630098","-43.519928","street","Stoneyhurst Street, St Albans, Christchurch"
"Stoneyridge Close","Mt Pleasant","","8081","172.72227","-43.575761","street","Stoneyridge Close, Mt Pleasant, Christchurch"
"Stormont Place","Avonhead","","8042","172.560219","-43.506654","street","Stormont Place, Avonhead, Christchurch"
"Storry Place","Avonhead","","8042","172.553685","-43.524085","street","Storry Place, Avonhead, Christchurch"
"Stour Drive","Burwood","","8083","172.693524","-43.498248","street","Stour Drive, Burwood, Christchurch"
"Stourbridge Street","Barrington","","8024","172.615658","-43.558806","street","Stourbridge Street, Barrington, Christchurch"
"Stout Street","Waimairi Beach","","8083","172.72047","-43.481938","street","Stout Street, Waimairi Beach, Christchurch"
"Strack Place","Redwood","","8051","172.626126","-43.471676","street","Strack Place, Redwood, Christchurch"
"Strand Lane","Christchurch Central","","8011","172.63593","-43.531822","street","Strand Lane, Christchurch Central, Christchurch"
"Stratford Street","Merivale","","8014","172.602738","-43.517971","street","Stratford Street, Merivale, Christchurch"
"Strathean Avenue","Avonhead","","8042","172.56038","-43.507207","street","Strathean Avenue, Avonhead, Christchurch"
"Strathfield Avenue","Dallington","","8061","172.670821","-43.511289","street","Strathfield Avenue, Dallington, Christchurch"
"Strathmore Gardens","Burwood","","8061","172.670838","-43.503129","street","Strathmore Gardens, Burwood, Christchurch"
"Strauss Place","Barrington","","8024","172.620388","-43.559391","street","Strauss Place, Barrington, Christchurch"
"Straven Road","Fendalton","62-152 (Even Numbers)","8014","172.602255","-43.52441","street","Straven Road, Fendalton, Christchurch"
"Straven Road","Fendalton","135-155 (Odd Numbers)","8014","172.602255","-43.52441","street","Straven Road, Fendalton, Christchurch"
"Straven Road","Fendalton","103-103","8041","172.602255","-43.52441","street","Straven Road, Fendalton, Christchurch"
"Straven Road","Riccarton","2-60 (Even Numbers)","8011","172.602255","-43.52441","street","Straven Road, Riccarton, Christchurch"
"Straven Road","Riccarton","5-61 (Odd Numbers)","8011","172.602255","-43.52441","street","Straven Road, Riccarton, Christchurch"
"Stretton Street","Bishopdale","","8053","172.585071","-43.481856","street","Stretton Street, Bishopdale, Christchurch"
"Strickland Street","Spreydon","31-139 (Odd Numbers)","8024","172.631606","-43.552782","street","Strickland Street, Spreydon, Christchurch"
"Strickland Street","Spreydon","182-210 (Even Numbers)","8024","172.631606","-43.552782","street","Strickland Street, Spreydon, Christchurch"
"Strickland Street","Spreydon","145-183 (Odd Numbers)","8024","172.631606","-43.552782","street","Strickland Street, Spreydon, Christchurch"
"Strickland Street","Spreydon","","8024","172.631606","-43.552782","street","Strickland Street, Spreydon, Christchurch"
"Strickland Street","Sydenham","3-29 (Odd Numbers)","8023","172.631606","-43.552782","street","Strickland Street, Sydenham, Christchurch"
"Strickland Street","Sydenham","22-180 (Even Numbers)","8023","172.631606","-43.552782","street","Strickland Street, Sydenham, Christchurch"
"Stronsay Lane","Hillsborough","","8022","172.672439","-43.565371","street","Stronsay Lane, Hillsborough, Christchurch"
"Stroud Lane","Papanui","","8053","172.607282","-43.500497","street","Stroud Lane, Papanui, Christchurch"
"Strowan Road","Strowan","","8052","172.607875","-43.51149","street","Strowan Road, Strowan, Christchurch"
"Struthers Lane","Christchurch Central","","8011","172.63723","-43.534781","street","Struthers Lane, Christchurch Central, Christchurch"
"Stuart Mill Street","Addington","","8011","172.625478","-43.540391","street","Stuart Mill Street, Addington, Christchurch"
"Studfold Row","Westmorland","","8025","172.603938","-43.582411","street","Studfold Row, Westmorland, Christchurch"
